Time,EVID,CSOID,ChID,Power_flow,SoC,Money,Temp,SoH
6,1,1,1,5.6,0.4,0.956088,15.5,99.49058878
7,1,1,1,7.2,0.54,1.229256,15.5,99.49058878
10,1,1,1,7.2,0.72,1.229256,17,99.49058878
14,1,1,1,-7.2,0.9,-1.847304,22,99.49058878
15,1,1,1,-7.2,0.72,-1.847304,21,99.49058878
16,1,1,1,-7.2,0.54,-1.847304,21,99.49058878
17,1,1,1,-7.2,0.36,-1.847304,19.5,99.49058878
19,1,1,1,2.4,0.18,0.409752,18,99.49058878
22,1,1,1,7.2,0.24,1.229256,15.5,99.49058878
23,1,1,1,7.2,0.42,1.229256,15.5,99.49058878
3,2,1,2,5.6,0.4,0.956088,16,99.25841313
6,2,1,2,7.2,0.54,1.229256,15.5,99.25841313
9,2,1,2,7.2,0.72,1.229256,15.5,99.25841313
14,2,1,2,-7.2,0.9,-1.847304,22,99.25841313
15,2,1,2,-7.2,0.72,-1.847304,21,99.25841313
16,2,1,2,-7.2,0.54,-1.847304,21,99.25841313
17,2,1,2,-7.2,0.36,-1.847304,19.5,99.25841313
19,2,1,2,2.4,0.18,0.409752,18,99.25841313
21,2,1,2,7.2,0.24,1.229256,16.5,99.25841313
23,2,1,2,7.2,0.42,1.229256,15.5,99.25841313
3,3,1,3,7.2,0.4,1.229256,16,99.08282624
6,3,1,3,7.2,0.58,1.229256,15.5,99.08282624
10,3,1,3,2.4,0.76,0.409752,17,99.08282624
14,3,1,3,-7.2,0.82,-1.847304,22,99.08282624
15,3,1,3,-7.2,0.64,-1.847304,21,99.08282624
16,3,1,3,-7.2,0.46,-1.847304,21,99.08282624
17,3,1,3,-7.2,0.28,-1.847304,19.5,99.08282624
19,3,1,3,7.2,0.1,1.229256,18,99.08282624
21,3,1,3,5.6,0.28,0.956088,16.5,99.08282624
23,3,1,3,7.2,0.42,1.229256,15.5,99.08282624
7,4,1,4,7.2,0.4,1.229256,15.5,98.93721201
14,4,1,4,-7.2,0.58,-1.847304,22,98.93721201
15,4,1,4,-7.2,0.4,-1.847304,21,98.93721201
16,4,1,4,-2.4,0.22,-0.615768,21,98.93721201
17,4,1,4,-2.4,0.16,-0.615768,19.5,98.93721201
19,4,1,4,7.2,0.1,1.229256,18,98.93721201
22,4,1,4,7.2,0.28,1.229256,15.5,98.93721201
23,4,1,4,5.6,0.46,0.956088,15.5,98.93721201
6,5,1,5,7.2,0.4,1.229256,15.5,98.80883655
9,5,1,5,0.8,0.58,0.136584,15.5,98.80883655
15,5,1,5,-7.2,0.6,-1.847304,21,98.80883655
17,5,1,5,-7.2,0.42,-1.847304,19.5,98.80883655
19,5,1,5,7.2,0.24,1.229256,18,98.80883655
23,5,1,5,7.2,0.42,1.229256,15.5,98.80883655
6,6,1,6,7.2,0.4,1.229256,15.5,98.69272675
8,6,1,6,7.2,0.58,1.229256,15.5,98.69272675
9,6,1,6,0.8,0.76,0.136584,15.5,98.69272675
14,6,1,6,-7.2,0.78,-1.847304,22,98.69272675
3,7,1,7,5.6,0.4,0.956088,16,98.58592138
6,7,1,7,7.2,0.54,1.229256,15.5,98.58592138
7,7,1,7,7.2,0.72,1.229256,15.5,98.58592138
14,7,1,7,-7.2,0.9,-1.847304,22,98.58592138
15,7,1,7,-7.2,0.72,-1.847304,21,98.58592138
16,7,1,7,-4.8,0.54,-1.231536,21,98.58592138
17,7,1,7,-7.2,0.42,-1.847304,19.5,98.58592138
21,7,1,7,7.2,0.24,1.229256,16.5,98.58592138
23,7,1,7,7.2,0.42,1.229256,15.5,98.58592138
3,8,1,8,5.6,0.4,0.956088,16,98.48648798
6,8,1,8,7.2,0.54,1.229256,15.5,98.48648798
9,8,1,8,7.2,0.72,1.229256,15.5,98.48648798
14,8,1,8,-7.2,0.9,-1.847304,22,98.48648798
17,8,1,8,-7.2,0.72,-1.847304,19.5,98.48648798
23,8,1,8,2.4,0.54,0.409752,15.5,98.48648798
7,9,1,9,7.2,0.4,1.229256,15.5,98.39308277
8,9,1,9,0.8,0.58,0.136584,15.5,98.39308277
15,9,1,9,-7.2,0.6,-1.847304,21,98.39308277
16,9,1,9,-7.2,0.42,-1.847304,21,98.39308277
21,9,1,9,7.2,0.24,1.229256,16.5,98.39308277
23,9,1,9,7.2,0.42,1.229256,15.5,98.39308277
7,10,1,10,7.2,0.4,1.229256,15.5,98.29993286
9,10,1,10,7.2,0.58,1.229256,15.5,98.29993286
15,10,1,10,-6.4,0.76,-1.642048,21,98.29993286
16,10,1,10,-7.2,0.6,-1.847304,21,98.29993286
17,10,1,10,-7.2,0.42,-1.847304,19.5,98.29993286
19,10,1,10,7.2,0.24,1.229256,18,98.29993286
21,10,1,10,7.2,0.42,1.229256,16.5,98.29993286
6,11,1,11,7.2,0.4,1.229256,15.5,98.19991122
7,11,1,11,7.2,0.58,1.229256,15.5,98.19991122
14,11,1,11,-7.2,0.76,-1.847304,22,98.19991122
15,11,1,11,-4.8,0.58,-1.231536,21,98.19991122
16,11,1,11,-7.2,0.46,-1.847304,21,98.19991122
17,11,1,11,-7.2,0.28,-1.847304,19.5,98.19991122
19,11,1,11,7.2,0.1,1.229256,18,98.19991122
21,11,1,11,7.2,0.28,1.229256,16.5,98.19991122
23,11,1,11,5.6,0.46,0.956088,15.5,98.19991122
6,12,1,12,7.2,0.4,1.229256,15.5,98.09932729
7,12,1,12,7.2,0.58,1.229256,15.5,98.09932729
9,12,1,12,5.6,0.76,0.956088,15.5,98.09932729
15,12,1,12,-4.8,0.9,-1.231536,21,98.09932729
16,12,1,12,-7.2,0.78,-1.847304,21,98.09932729
17,12,1,12,-7.2,0.6,-1.847304,19.5,98.09932729
21,12,1,12,7.2,0.42,1.229256,16.5,98.09932729
7,13,1,13,7.2,0.4,1.229256,15.5,98.00284708
8,13,1,13,7.2,0.58,1.229256,15.5,98.00284708
10,13,1,13,5.6,0.76,0.956088,17,98.00284708
14,13,1,13,-7.2,0.9,-1.847304,22,98.00284708
15,13,1,13,-4.8,0.72,-1.231536,21,98.00284708
16,13,1,13,-7.2,0.6,-1.847304,21,98.00284708
23,13,1,13,7.2,0.42,1.229256,15.5,98.00284708
6,14,1,14,7.2,0.4,1.229256,15.5,97.91000587
7,14,1,14,7.2,0.58,1.229256,15.5,97.91000587
14,14,1,14,-6.4,0.76,-1.642048,22,97.91000587
16,14,1,14,-7.2,0.6,-1.847304,21,97.91000587
17,14,1,14,-7.2,0.42,-1.847304,19.5,97.91000587
21,14,1,14,7.2,0.24,1.229256,16.5,97.91000587
23,14,1,14,7.2,0.42,1.229256,15.5,97.91000587
6,15,1,15,7.2,0.4,1.229256,15.5,97.82341327
7,15,1,15,7.2,0.58,1.229256,15.5,97.82341327
14,15,1,15,-7.2,0.76,-1.847304,22,97.82341327
15,15,1,15,-7.2,0.58,-1.847304,21,97.82341327
16,15,1,15,-6.4,0.4,-1.642048,21,97.82341327
21,15,1,15,7.2,0.24,1.229256,16.5,97.82341327
23,15,1,15,7.2,0.42,1.229256,15.5,97.82341327
9,16,1,16,7.2,0.4,1.229256,15.5,97.73965821
10,16,1,16,0.8,0.58,0.136584,17,97.73965821
16,16,1,16,-7.2,0.6,-1.847304,21,97.73965821
17,16,1,16,-7.2,0.42,-1.847304,19.5,97.73965821
22,16,1,16,7.2,0.24,1.229256,15.5,97.73965821
23,16,1,16,7.2,0.42,1.229256,15.5,97.73965821
6,17,1,17,7.2,0.4,1.229256,15.5,97.66254609
8,17,1,17,0.8,0.58,0.136584,15.5,97.66254609
15,17,1,17,-7.2,0.6,-1.847304,21,97.66254609
16,17,1,17,-7.2,0.42,-1.847304,21,97.66254609
21,17,1,17,7.2,0.24,1.229256,16.5,97.66254609
23,17,1,17,7.2,0.42,1.229256,15.5,97.66254609
3,18,1,18,5.6,0.4,0.956088,16,97.58766783
6,18,1,18,7.2,0.54,1.229256,15.5,97.58766783
7,18,1,18,7.2,0.72,1.229256,15.5,97.58766783
14,18,1,18,-7.2,0.9,-1.847304,22,97.58766783
15,18,1,18,-7.2,0.72,-1.847304,21,97.58766783
17,18,1,18,-4.8,0.54,-1.231536,19.5,97.58766783
19,18,1,18,7.2,0.42,1.229256,18,97.58766783
8,19,1,19,7.2,0.4,1.229256,15.5,97.51852537
9,19,1,19,7.2,0.58,1.229256,15.5,97.51852537
14,19,1,19,-7.2,0.76,-1.847304,22,97.51852537
15,19,1,19,-7.2,0.58,-1.847304,21,97.51852537
17,19,1,19,-6.4,0.4,-1.642048,19.5,97.51852537
21,19,1,19,7.2,0.24,1.229256,16.5,97.51852537
23,19,1,19,7.2,0.42,1.229256,15.5,97.51852537
3,20,1,20,7.2,0.4,1.229256,16,97.45462038
6,20,1,20,7.2,0.58,1.229256,15.5,97.45462038
14,20,1,20,-7.2,0.76,-1.847304,22,97.45462038
16,20,1,20,-7.2,0.58,-1.847304,21,97.45462038
17,20,1,20,-7.2,0.4,-1.847304,19.5,97.45462038
19,20,1,20,0.8,0.22,0.136584,18,97.45462038
21,20,1,20,7.2,0.24,1.229256,16.5,97.45462038
22,20,1,20,7.2,0.42,1.229256,15.5,97.45462038
30,1,1,1,5.6,0.4,0.956088,15.5,97.39229239
31,1,1,1,7.2,0.54,1.229256,15.5,97.39229239
34,1,1,1,7.2,0.72,1.229256,17,97.39229239
38,1,1,1,-7.2,0.9,-1.847304,22,97.39229239
39,1,1,1,-7.2,0.72,-1.847304,21,97.39229239
40,1,1,1,-7.2,0.54,-1.847304,21,97.39229239
41,1,1,1,-7.2,0.36,-1.847304,19.5,97.39229239
43,1,1,1,2.4,0.18,0.409752,18,97.39229239
46,1,1,1,7.2,0.24,1.229256,15.5,97.39229239
47,1,1,1,7.2,0.42,1.229256,15.5,97.39229239
27,2,1,2,5.6,0.4,0.956088,16,97.33354007
30,2,1,2,7.2,0.54,1.229256,15.5,97.33354007
33,2,1,2,7.2,0.72,1.229256,15.5,97.33354007
38,2,1,2,-7.2,0.9,-1.847304,22,97.33354007
39,2,1,2,-7.2,0.72,-1.847304,21,97.33354007
40,2,1,2,-7.2,0.54,-1.847304,21,97.33354007
41,2,1,2,-7.2,0.36,-1.847304,19.5,97.33354007
43,2,1,2,2.4,0.18,0.409752,18,97.33354007
45,2,1,2,7.2,0.24,1.229256,16.5,97.33354007
47,2,1,2,7.2,0.42,1.229256,15.5,97.33354007
27,3,1,3,7.2,0.4,1.229256,16,97.27610729
30,3,1,3,7.2,0.58,1.229256,15.5,97.27610729
34,3,1,3,2.4,0.76,0.409752,17,97.27610729
38,3,1,3,-7.2,0.82,-1.847304,22,97.27610729
39,3,1,3,-7.2,0.64,-1.847304,21,97.27610729
40,3,1,3,-7.2,0.46,-1.847304,21,97.27610729
41,3,1,3,-7.2,0.28,-1.847304,19.5,97.27610729
43,3,1,3,7.2,0.1,1.229256,18,97.27610729
45,3,1,3,5.6,0.28,0.956088,16.5,97.27610729
47,3,1,3,7.2,0.42,1.229256,15.5,97.27610729
31,4,1,4,7.2,0.4,1.229256,15.5,97.21990896
38,4,1,4,-7.2,0.58,-1.847304,22,97.21990896
39,4,1,4,-7.2,0.4,-1.847304,21,97.21990896
40,4,1,4,-2.4,0.22,-0.615768,21,97.21990896
41,4,1,4,-2.4,0.16,-0.615768,19.5,97.21990896
43,4,1,4,7.2,0.1,1.229256,18,97.21990896
46,4,1,4,7.2,0.28,1.229256,15.5,97.21990896
47,4,1,4,5.6,0.46,0.956088,15.5,97.21990896
30,5,1,5,7.2,0.4,1.229256,15.5,97.16289209
33,5,1,5,0.8,0.58,0.136584,15.5,97.16289209
39,5,1,5,-7.2,0.6,-1.847304,21,97.16289209
41,5,1,5,-7.2,0.42,-1.847304,19.5,97.16289209
43,5,1,5,7.2,0.24,1.229256,18,97.16289209
47,5,1,5,7.2,0.42,1.229256,15.5,97.16289209
30,6,1,6,7.2,0.4,1.229256,15.5,97.10700368
32,6,1,6,7.2,0.58,1.229256,15.5,97.10700368
33,6,1,6,0.8,0.76,0.136584,15.5,97.10700368
38,6,1,6,-7.2,0.78,-1.847304,22,97.10700368
27,7,1,7,5.6,0.4,0.956088,16,97.05313631
30,7,1,7,7.2,0.54,1.229256,15.5,97.05313631
31,7,1,7,7.2,0.72,1.229256,15.5,97.05313631
38,7,1,7,-7.2,0.9,-1.847304,22,97.05313631
39,7,1,7,-7.2,0.72,-1.847304,21,97.05313631
40,7,1,7,-4.8,0.54,-1.231536,21,97.05313631
41,7,1,7,-7.2,0.42,-1.847304,19.5,97.05313631
45,7,1,7,7.2,0.24,1.229256,16.5,97.05313631
47,7,1,7,7.2,0.42,1.229256,15.5,97.05313631
27,8,1,8,5.6,0.4,0.956088,16,97.00118309
30,8,1,8,7.2,0.54,1.229256,15.5,97.00118309
33,8,1,8,7.2,0.72,1.229256,15.5,97.00118309
38,8,1,8,-7.2,0.9,-1.847304,22,97.00118309
41,8,1,8,-7.2,0.72,-1.847304,19.5,97.00118309
47,8,1,8,2.4,0.54,0.409752,15.5,97.00118309
31,9,1,9,7.2,0.4,1.229256,15.5,96.95014895
32,9,1,9,0.8,0.58,0.136584,15.5,96.95014895
39,9,1,9,-7.2,0.6,-1.847304,21,96.95014895
40,9,1,9,-7.2,0.42,-1.847304,21,96.95014895
45,9,1,9,7.2,0.24,1.229256,16.5,96.95014895
47,9,1,9,7.2,0.42,1.229256,15.5,96.95014895
31,10,1,10,7.2,0.4,1.229256,15.5,96.89998675
33,10,1,10,7.2,0.58,1.229256,15.5,96.89998675
39,10,1,10,-6.4,0.76,-1.642048,21,96.89998675
40,10,1,10,-7.2,0.6,-1.847304,21,96.89998675
41,10,1,10,-7.2,0.42,-1.847304,19.5,96.89998675
43,10,1,10,7.2,0.24,1.229256,18,96.89998675
45,10,1,10,7.2,0.42,1.229256,16.5,96.89998675
30,11,1,11,7.2,0.4,1.229256,15.5,99.49058878
31,11,1,11,7.2,0.58,1.229256,15.5,99.49058878
38,11,1,11,-7.2,0.76,-1.847304,22,99.49058878
39,11,1,11,-4.8,0.58,-1.231536,21,99.49058878
40,11,1,11,-7.2,0.46,-1.847304,21,99.49058878
41,11,1,11,-7.2,0.28,-1.847304,19.5,99.49058878
43,11,1,11,7.2,0.1,1.229256,18,99.49058878
45,11,1,11,7.2,0.28,1.229256,16.5,99.49058878
47,11,1,11,5.6,0.46,0.956088,15.5,99.49058878
30,12,1,12,7.2,0.4,1.229256,15.5,99.25841313
31,12,1,12,7.2,0.58,1.229256,15.5,99.25841313
33,12,1,12,5.6,0.76,0.956088,15.5,99.25841313
39,12,1,12,-4.8,0.9,-1.231536,21,99.25841313
40,12,1,12,-7.2,0.78,-1.847304,21,99.25841313
41,12,1,12,-7.2,0.6,-1.847304,19.5,99.25841313
45,12,1,12,7.2,0.42,1.229256,16.5,99.25841313
31,13,1,13,7.2,0.4,1.229256,15.5,99.08282624
32,13,1,13,7.2,0.58,1.229256,15.5,99.08282624
34,13,1,13,5.6,0.76,0.956088,17,99.08282624
38,13,1,13,-7.2,0.9,-1.847304,22,99.08282624
39,13,1,13,-4.8,0.72,-1.231536,21,99.08282624
40,13,1,13,-7.2,0.6,-1.847304,21,99.08282624
47,13,1,13,7.2,0.42,1.229256,15.5,99.08282624
30,14,1,14,7.2,0.4,1.229256,15.5,98.93721201
31,14,1,14,7.2,0.58,1.229256,15.5,98.93721201
38,14,1,14,-6.4,0.76,-1.642048,22,98.93721201
40,14,1,14,-7.2,0.6,-1.847304,21,98.93721201
41,14,1,14,-7.2,0.42,-1.847304,19.5,98.93721201
45,14,1,14,7.2,0.24,1.229256,16.5,98.93721201
47,14,1,14,7.2,0.42,1.229256,15.5,98.93721201
30,15,1,15,7.2,0.4,1.229256,15.5,98.80883655
31,15,1,15,7.2,0.58,1.229256,15.5,98.80883655
38,15,1,15,-7.2,0.76,-1.847304,22,98.80883655
39,15,1,15,-7.2,0.58,-1.847304,21,98.80883655
40,15,1,15,-6.4,0.4,-1.642048,21,98.80883655
45,15,1,15,7.2,0.24,1.229256,16.5,98.80883655
47,15,1,15,7.2,0.42,1.229256,15.5,98.80883655
33,16,1,16,7.2,0.4,1.229256,15.5,98.69272675
34,16,1,16,0.8,0.58,0.136584,17,98.69272675
40,16,1,16,-7.2,0.6,-1.847304,21,98.69272675
41,16,1,16,-7.2,0.42,-1.847304,19.5,98.69272675
46,16,1,16,7.2,0.24,1.229256,15.5,98.69272675
47,16,1,16,7.2,0.42,1.229256,15.5,98.69272675
30,17,1,17,7.2,0.4,1.229256,15.5,98.58592138
32,17,1,17,0.8,0.58,0.136584,15.5,98.58592138
39,17,1,17,-7.2,0.6,-1.847304,21,98.58592138
40,17,1,17,-7.2,0.42,-1.847304,21,98.58592138
45,17,1,17,7.2,0.24,1.229256,16.5,98.58592138
47,17,1,17,7.2,0.42,1.229256,15.5,98.58592138
27,18,1,18,5.6,0.4,0.956088,16,98.48648798
30,18,1,18,7.2,0.54,1.229256,15.5,98.48648798
31,18,1,18,7.2,0.72,1.229256,15.5,98.48648798
38,18,1,18,-7.2,0.9,-1.847304,22,98.48648798
39,18,1,18,-7.2,0.72,-1.847304,21,98.48648798
41,18,1,18,-4.8,0.54,-1.231536,19.5,98.48648798
43,18,1,18,7.2,0.42,1.229256,18,98.48648798
32,19,1,19,7.2,0.4,1.229256,15.5,98.39308277
33,19,1,19,7.2,0.58,1.229256,15.5,98.39308277
38,19,1,19,-7.2,0.76,-1.847304,22,98.39308277
39,19,1,19,-7.2,0.58,-1.847304,21,98.39308277
41,19,1,19,-6.4,0.4,-1.642048,19.5,98.39308277
45,19,1,19,7.2,0.24,1.229256,16.5,98.39308277
47,19,1,19,7.2,0.42,1.229256,15.5,98.39308277
27,20,1,20,7.2,0.4,1.229256,16,98.29993286
30,20,1,20,7.2,0.58,1.229256,15.5,98.29993286
38,20,1,20,-7.2,0.76,-1.847304,22,98.29993286
40,20,1,20,-7.2,0.58,-1.847304,21,98.29993286
41,20,1,20,-7.2,0.4,-1.847304,19.5,98.29993286
43,20,1,20,0.8,0.22,0.136584,18,98.29993286
45,20,1,20,7.2,0.24,1.229256,16.5,98.29993286
46,20,1,20,7.2,0.42,1.229256,15.5,98.29993286
54,1,1,1,5.6,0.4,0.956088,15.5,98.19991122
55,1,1,1,7.2,0.54,1.229256,15.5,98.19991122
58,1,1,1,7.2,0.72,1.229256,17,98.19991122
62,1,1,1,-7.2,0.9,-1.847304,22,98.19991122
63,1,1,1,-7.2,0.72,-1.847304,21,98.19991122
64,1,1,1,-7.2,0.54,-1.847304,21,98.19991122
65,1,1,1,-7.2,0.36,-1.847304,19.5,98.19991122
67,1,1,1,2.4,0.18,0.409752,18,98.19991122
70,1,1,1,7.2,0.24,1.229256,15.5,98.19991122
71,1,1,1,7.2,0.42,1.229256,15.5,98.19991122
51,2,1,2,5.6,0.4,0.956088,16,98.09932729
54,2,1,2,7.2,0.54,1.229256,15.5,98.09932729
57,2,1,2,7.2,0.72,1.229256,15.5,98.09932729
62,2,1,2,-7.2,0.9,-1.847304,22,98.09932729
63,2,1,2,-7.2,0.72,-1.847304,21,98.09932729
64,2,1,2,-7.2,0.54,-1.847304,21,98.09932729
65,2,1,2,-7.2,0.36,-1.847304,19.5,98.09932729
67,2,1,2,2.4,0.18,0.409752,18,98.09932729
69,2,1,2,7.2,0.24,1.229256,16.5,98.09932729
71,2,1,2,7.2,0.42,1.229256,15.5,98.09932729
51,3,1,3,7.2,0.4,1.229256,16,98.00284708
54,3,1,3,7.2,0.58,1.229256,15.5,98.00284708
58,3,1,3,2.4,0.76,0.409752,17,98.00284708
62,3,1,3,-7.2,0.82,-1.847304,22,98.00284708
63,3,1,3,-7.2,0.64,-1.847304,21,98.00284708
64,3,1,3,-7.2,0.46,-1.847304,21,98.00284708
65,3,1,3,-7.2,0.28,-1.847304,19.5,98.00284708
67,3,1,3,7.2,0.1,1.229256,18,98.00284708
69,3,1,3,5.6,0.28,0.956088,16.5,98.00284708
71,3,1,3,7.2,0.42,1.229256,15.5,98.00284708
55,4,1,4,7.2,0.4,1.229256,15.5,97.91000587
62,4,1,4,-7.2,0.58,-1.847304,22,97.91000587
63,4,1,4,-7.2,0.4,-1.847304,21,97.91000587
64,4,1,4,-2.4,0.22,-0.615768,21,97.91000587
65,4,1,4,-2.4,0.16,-0.615768,19.5,97.91000587
67,4,1,4,7.2,0.1,1.229256,18,97.91000587
70,4,1,4,7.2,0.28,1.229256,15.5,97.91000587
71,4,1,4,5.6,0.46,0.956088,15.5,97.91000587
54,5,1,5,7.2,0.4,1.229256,15.5,97.82341327
57,5,1,5,0.8,0.58,0.136584,15.5,97.82341327
63,5,1,5,-7.2,0.6,-1.847304,21,97.82341327
65,5,1,5,-7.2,0.42,-1.847304,19.5,97.82341327
67,5,1,5,7.2,0.24,1.229256,18,97.82341327
71,5,1,5,7.2,0.42,1.229256,15.5,97.82341327
54,6,1,6,7.2,0.4,1.229256,15.5,97.73965821
56,6,1,6,7.2,0.58,1.229256,15.5,97.73965821
57,6,1,6,0.8,0.76,0.136584,15.5,97.73965821
62,6,1,6,-7.2,0.78,-1.847304,22,97.73965821
51,7,1,7,5.6,0.4,0.956088,16,97.66254609
54,7,1,7,7.2,0.54,1.229256,15.5,97.66254609
55,7,1,7,7.2,0.72,1.229256,15.5,97.66254609
62,7,1,7,-7.2,0.9,-1.847304,22,97.66254609
63,7,1,7,-7.2,0.72,-1.847304,21,97.66254609
64,7,1,7,-4.8,0.54,-1.231536,21,97.66254609
65,7,1,7,-7.2,0.42,-1.847304,19.5,97.66254609
69,7,1,7,7.2,0.24,1.229256,16.5,97.66254609
71,7,1,7,7.2,0.42,1.229256,15.5,97.66254609
51,8,1,8,5.6,0.4,0.956088,16,97.58766783
54,8,1,8,7.2,0.54,1.229256,15.5,97.58766783
57,8,1,8,7.2,0.72,1.229256,15.5,97.58766783
62,8,1,8,-7.2,0.9,-1.847304,22,97.58766783
65,8,1,8,-7.2,0.72,-1.847304,19.5,97.58766783
71,8,1,8,2.4,0.54,0.409752,15.5,97.58766783
55,9,1,9,7.2,0.4,1.229256,15.5,97.51852537
56,9,1,9,0.8,0.58,0.136584,15.5,97.51852537
63,9,1,9,-7.2,0.6,-1.847304,21,97.51852537
64,9,1,9,-7.2,0.42,-1.847304,21,97.51852537
69,9,1,9,7.2,0.24,1.229256,16.5,97.51852537
71,9,1,9,7.2,0.42,1.229256,15.5,97.51852537
55,10,1,10,7.2,0.4,1.229256,15.5,97.45462038
57,10,1,10,7.2,0.58,1.229256,15.5,97.45462038
63,10,1,10,-6.4,0.76,-1.642048,21,97.45462038
64,10,1,10,-7.2,0.6,-1.847304,21,97.45462038
65,10,1,10,-7.2,0.42,-1.847304,19.5,97.45462038
67,10,1,10,7.2,0.24,1.229256,18,97.45462038
69,10,1,10,7.2,0.42,1.229256,16.5,97.45462038
54,11,1,11,7.2,0.4,1.229256,15.5,97.39229239
55,11,1,11,7.2,0.58,1.229256,15.5,97.39229239
62,11,1,11,-7.2,0.76,-1.847304,22,97.39229239
63,11,1,11,-4.8,0.58,-1.231536,21,97.39229239
64,11,1,11,-7.2,0.46,-1.847304,21,97.39229239
65,11,1,11,-7.2,0.28,-1.847304,19.5,97.39229239
67,11,1,11,7.2,0.1,1.229256,18,97.39229239
69,11,1,11,7.2,0.28,1.229256,16.5,97.39229239
71,11,1,11,5.6,0.46,0.956088,15.5,97.39229239
54,12,1,12,7.2,0.4,1.229256,15.5,97.33354007
55,12,1,12,7.2,0.58,1.229256,15.5,97.33354007
57,12,1,12,5.6,0.76,0.956088,15.5,97.33354007
63,12,1,12,-4.8,0.9,-1.231536,21,97.33354007
64,12,1,12,-7.2,0.78,-1.847304,21,97.33354007
65,12,1,12,-7.2,0.6,-1.847304,19.5,97.33354007
69,12,1,12,7.2,0.42,1.229256,16.5,97.33354007
55,13,1,13,7.2,0.4,1.229256,15.5,97.27610729
56,13,1,13,7.2,0.58,1.229256,15.5,97.27610729
58,13,1,13,5.6,0.76,0.956088,17,97.27610729
62,13,1,13,-7.2,0.9,-1.847304,22,97.27610729
63,13,1,13,-4.8,0.72,-1.231536,21,97.27610729
64,13,1,13,-7.2,0.6,-1.847304,21,97.27610729
71,13,1,13,7.2,0.42,1.229256,15.5,97.27610729
54,14,1,14,7.2,0.4,1.229256,15.5,97.21990896
55,14,1,14,7.2,0.58,1.229256,15.5,97.21990896
62,14,1,14,-6.4,0.76,-1.642048,22,97.21990896
64,14,1,14,-7.2,0.6,-1.847304,21,97.21990896
65,14,1,14,-7.2,0.42,-1.847304,19.5,97.21990896
69,14,1,14,7.2,0.24,1.229256,16.5,97.21990896
71,14,1,14,7.2,0.42,1.229256,15.5,97.21990896
54,15,1,15,7.2,0.4,1.229256,15.5,97.16289209
55,15,1,15,7.2,0.58,1.229256,15.5,97.16289209
62,15,1,15,-7.2,0.76,-1.847304,22,97.16289209
63,15,1,15,-7.2,0.58,-1.847304,21,97.16289209
64,15,1,15,-6.4,0.4,-1.642048,21,97.16289209
69,15,1,15,7.2,0.24,1.229256,16.5,97.16289209
71,15,1,15,7.2,0.42,1.229256,15.5,97.16289209
57,16,1,16,7.2,0.4,1.229256,15.5,97.10700368
58,16,1,16,0.8,0.58,0.136584,17,97.10700368
64,16,1,16,-7.2,0.6,-1.847304,21,97.10700368
65,16,1,16,-7.2,0.42,-1.847304,19.5,97.10700368
70,16,1,16,7.2,0.24,1.229256,15.5,97.10700368
71,16,1,16,7.2,0.42,1.229256,15.5,97.10700368
54,17,1,17,7.2,0.4,1.229256,15.5,97.05313631
56,17,1,17,0.8,0.58,0.136584,15.5,97.05313631
63,17,1,17,-7.2,0.6,-1.847304,21,97.05313631
64,17,1,17,-7.2,0.42,-1.847304,21,97.05313631
69,17,1,17,7.2,0.24,1.229256,16.5,97.05313631
71,17,1,17,7.2,0.42,1.229256,15.5,97.05313631
51,18,1,18,5.6,0.4,0.956088,16,97.00118309
54,18,1,18,7.2,0.54,1.229256,15.5,97.00118309
55,18,1,18,7.2,0.72,1.229256,15.5,97.00118309
62,18,1,18,-7.2,0.9,-1.847304,22,97.00118309
63,18,1,18,-7.2,0.72,-1.847304,21,97.00118309
65,18,1,18,-4.8,0.54,-1.231536,19.5,97.00118309
67,18,1,18,7.2,0.42,1.229256,18,97.00118309
56,19,1,19,7.2,0.4,1.229256,15.5,96.95014895
57,19,1,19,7.2,0.58,1.229256,15.5,96.95014895
62,19,1,19,-7.2,0.76,-1.847304,22,96.95014895
63,19,1,19,-7.2,0.58,-1.847304,21,96.95014895
65,19,1,19,-6.4,0.4,-1.642048,19.5,96.95014895
69,19,1,19,7.2,0.24,1.229256,16.5,96.95014895
71,19,1,19,7.2,0.42,1.229256,15.5,96.95014895
51,20,1,20,7.2,0.4,1.229256,16,96.89998675
54,20,1,20,7.2,0.58,1.229256,15.5,96.89998675
62,20,1,20,-7.2,0.76,-1.847304,22,96.89998675
64,20,1,20,-7.2,0.58,-1.847304,21,96.89998675
65,20,1,20,-7.2,0.4,-1.847304,19.5,96.89998675
67,20,1,20,0.8,0.22,0.136584,18,96.89998675
69,20,1,20,7.2,0.24,1.229256,16.5,96.89998675
70,20,1,20,7.2,0.42,1.229256,15.5,96.89998675
78,1,1,1,5.6,0.4,0.956088,15.5,99.49058878
79,1,1,1,7.2,0.54,1.229256,15.5,99.49058878
82,1,1,1,7.2,0.72,1.229256,17,99.49058878
86,1,1,1,-7.2,0.9,-1.847304,22,99.49058878
87,1,1,1,-7.2,0.72,-1.847304,21,99.49058878
88,1,1,1,-7.2,0.54,-1.847304,21,99.49058878
89,1,1,1,-7.2,0.36,-1.847304,19.5,99.49058878
91,1,1,1,2.4,0.18,0.409752,18,99.49058878
94,1,1,1,7.2,0.24,1.229256,15.5,99.49058878
95,1,1,1,7.2,0.42,1.229256,15.5,99.49058878
